Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,340,0.43358008949273047,-0.8480578554033075,0.6986141551262807,141,0.6021491355344973,0.5165822116880847,199,-0.026631741379299467,0.8792641050496609,-0.407347927173282,-0.5009099243663417,1.0329334619054875,1.1438801697871912,1.035423265000354
2,Feb,310,0.5072021831087591,-0.5544468492417737,1.2187704408219846,130,0.6686180508854146,0.3746704027089603,180,0.04827686345720822,1.1964710980357496,-0.9375012218796518,0.7220133599055423,1.008813618030473,1.091023668606893,1.0353952063317666
3,Mar,341,0.2677376853540286,-1.2057039092126247,1.0635520307794,77,0.4887758961862069,0.5429395469113487,264,0.0350997952095789,1.081631313849278,-1.1348728383850726,1.2296755093556673,0.9383239504416968,0.9443071561943941,1.0356281309467696
4,Apr,330,0.36711034890221744,-0.8958360608218853,1.0698179170079376,97,0.4740667761814307,0.4497967337959256,233,-0.028838732272994105,0.9842237355605366,-1.0839544409549666,0.9822020335250063,0.8283615882943928,0.7364812413700096,1.0360027128338638
5,May,341,0.377792820939931,-0.8446911542614106,1.12623873029386,100,0.4196799943477706,0.4646733712769598,241,-0.05799034860035274,0.9893290341106814,-1.0716698567550815,1.1388186959590039,0.699669503723992,0.5259191724269197,1.0364934376846975
6,Jun,330,0.19482154804386514,-1.6209874498930745,1.038822102472059,54,0.2737572578655173,0.5733867564696093,276,-0.09537983924793239,1.038120733301703,-1.248306233053408,1.7921790675841205,0.5863866554223082,0.3690939576743749,1.0360587655131868
7,Jul,341,0.2781116338594094,-0.7373728953813415,1.2345466681483728,73,0.4285738343859361,0.3908107963281464,268,0.10431048437732321,0.8070547689392265,-1.5230572415208732,3.152590543050157,0.5368399821418396,0.30898229535024563,1.0354328621177924
8,Aug,341,0.24588362691442706,-0.9890307826533915,1.357707393766234,68,0.47116996766980096,0.47152496596304805,273,0.11213051115716666,1.0162817604061902,-1.5715885497899449,3.2156434780676637,0.5809576851365489,0.36279187805060514,1.0367744279914943
9,Sep,330,0.25742212344601384,-1.1846377388903002,1.0659398813928316,68,0.46531870229552946,0.5010144180160485,262,0.04058341161204515,0.999283360078719,-1.2555033240893188,1.584426679803352,0.6914584418787952,0.514440744181106,1.0372933548074408
10,Oct,341,0.26993029884165903,-1.4660746075365927,0.955991059366311,83,0.4434629829750379,0.5815581796153818,258,-0.07197906948114807,1.2121866812633504,-0.9600646966020155,0.5853711148286616,0.8203520701019575,0.7234585912016219,1.0368276271453527
11,Nov,330,0.3937788618167597,-1.2068059923003058,0.6963907530597149,126,0.5753006978853455,0.5721719290838363,204,-0.12645524621199306,1.1475746970137317,-0.3970759689166178,-0.6612586900834119,0.9323831257682041,0.9332578099329165,1.0361113028718143
12,Dec,341,0.457776625208193,-0.6495637540629685,0.7623543441763669,147,0.708618882089002,0.5716931884579658,194,0.08687461849498579,0.9011453980608248,-0.3621031157347858,-0.37693468642632855,1.006716482375476,1.0870545453408644,1.0356630669573226
