Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,464,0.4199101796845896,-0.8339590080927392,0.7198569130751691,183,0.6260806426218423,0.5139309672947974,281,0.012995130543656863,0.8900664835713867,-0.4674332607265068,-0.4252474749905262,1.0369187676676654,1.1582296137982062,1.0378930346291668
2,Feb,423,0.5180512344864647,-0.5960166687248414,1.258459830522292,186,0.6376161073398754,0.37406559857094457,237,-0.0014688752034155983,1.2678519762444416,-0.9226555893037813,0.7182459433702517,1.013451063238082,1.106322737412563,1.0378584759443954
3,Mar,465,0.2722600894445233,-1.164957606191489,0.9596348560744121,111,0.515051154030882,0.5206531514766357,354,0.057651818705156566,1.0072203175830792,-1.0652748366672427,0.9325819146913612,0.9427203580865362,0.9577156078696203,1.0380909305904737
4,Apr,450,0.43509030420293926,-0.7479088987750363,1.0146840279680263,169,0.5415466743103637,0.39392394596709485,281,-0.019482943239538364,0.9442908797473804,-0.9805791984034112,0.5826596452132105,0.8315043241709635,0.7456300823299677,1.0384777561980558
5,May,465,0.28068753410225344,-1.2945072829348916,1.156233018806386,109,0.35025974781243985,0.5632783526994402,356,-0.11140585422071386,1.1496665819683096,-1.1436756231063634,1.348915593917325,0.7003746973253628,0.5295415799266892,1.0390096606830264
6,Jun,450,0.20162706858680424,-1.5193546105940663,1.027728814867033,76,0.3159812420804135,0.5662536782837353,374,-0.054072145766604685,1.0111894706418028,-1.2252109737726766,1.7132340387849636,0.5836248665071363,0.3674168669204158,1.03859387518949
7,Jul,465,0.26566542027846496,-0.8415976948975087,1.250133384892237,92,0.4232027822473133,0.42153631860957586,373,0.08718903191823116,0.8577619421025001,-1.5235410839325911,3.062621760370254,0.5309420549481965,0.30366940345999693,1.0378949331167586
8,Aug,465,0.27258560694988865,-0.8275758230391629,1.2603122624654755,105,0.49273706540454815,0.43108801099654265,360,0.13283877534435856,0.9138034222224852,-1.498641152626271,2.84878617001356,0.5744786661688299,0.35648170584733074,1.0393090722516896
9,Sep,450,0.27743736589565837,-1.1525594478594776,1.0162435486875958,111,0.5128406190695892,0.4870698451410602,339,0.05079641133833579,1.0139459240723687,-1.184077210242082,1.215028480395425,0.686811518180224,0.5100698676464269,1.039865726492578
10,Oct,465,0.3106470335608847,-1.3088172318839675,0.9751289524038326,123,0.4794883757108993,0.5562545974631251,342,-0.0760434563887416,1.1935310576142766,-0.9208843208562754,0.4483032930595674,0.8183254134865962,0.7234199003708662,1.0393676301834534
11,Nov,450,0.41148930852844434,-1.1929325227135001,0.6906833799946208,175,0.5672342488382425,0.5926441557216763,275,-0.15705555888232836,1.153274340554585,-0.3186613336050054,-0.7076634841977634,0.9328737151377282,0.9387596908525914,1.0386144491162141
12,Dec,465,0.422977019803092,-0.7057717848550018,0.7369906781311728,181,0.6947637510696829,0.5473426867520209,284,0.10236940395593352,0.8813473270986716,-0.42670828874913425,-0.3667489668526911,1.0092684321019243,1.0978173871862522,1.0381458275622681
