Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,557,0.401452025478701,-0.8697605142937795,0.7547654924240226,209,0.6175511728444527,0.5129268417825965,348,0.020466883524665358,0.9177106972140159,-0.5511221953285252,-0.30744773762253264,1.0124293057168474,1.1036450364843609,1.0376478713496646
2,Feb,508,0.4852175991432569,-0.6250817525294906,1.2336454835041917,209,0.6384078832723952,0.3899034260237823,299,0.02534047564621611,1.2154558317278399,-0.9789912725966046,0.8025237866117307,0.9868285385470292,1.0484891754454473,1.0376246372322966
3,Mar,558,0.2654409449335388,-1.1688519404086106,0.960397729824881,127,0.5062938054226064,0.5079521433100386,431,0.06164153574777048,0.9815023691392581,-1.11164268351862,1.0592804874737523,0.9168909572046726,0.9055435538502937,1.0378557174351584
4,Apr,540,0.4029801070753667,-0.8283750936151347,1.0400307161898317,185,0.5269408185376963,0.40820452230782117,355,-0.019224532862599786,0.9773010120100976,-1.0467572532186038,0.7486785996757117,0.8098672409264293,0.7069618322498277,1.0382074754883988
5,May,558,0.27647716386883997,-1.3587245401133778,1.1934474438025355,129,0.33616226058295884,0.5713237204872137,429,-0.13243523515229616,1.2045928300987931,-1.1739780642071864,1.436961992400441,0.6866504437710402,0.5086187630479558,1.0386290933975402
6,Jun,540,0.20623985692350996,-1.438243065367363,1.1563231686207835,89,0.30175028629254186,0.5743925573813955,451,-0.05710569360165546,1.0332720191633815,-1.3018163407888612,2.1397364216884913,0.5808955041125359,0.3636829587848124,1.0381580134544497
7,Jul,558,0.300844561304816,-0.7274198664996191,1.1856636797318851,129,0.4322668876812545,0.4028928899256508,429,0.08338143486870359,0.8192923555697332,-1.4032329077491477,2.5574216797054,0.5382088511664314,0.31190950010449675,1.0376800460702036
8,Aug,558,0.21072709743630177,-1.1268871333017363,1.2082822568008313,93,0.4535875520749439,0.46371562727209786,465,0.12053870905396383,0.8928229942968693,-1.614015527981453,3.22506781621936,0.5840974113835274,0.3682746216454558,1.038964274917705
9,Sep,540,0.2678990271697713,-1.1495339956562562,0.9891734083470631,128,0.5069472870963712,0.4884174307295889,412,0.06317756292200738,0.9749380847377658,-1.1790188558014234,1.2310732423233297,0.6910509756894138,0.5159325930676107,1.0394088200063432
10,Oct,558,0.2639459922711613,-1.4503241300484313,0.9793340280931263,133,0.4557867282151389,0.5596803277550716,425,-0.047323593648074036,1.189576449957774,-1.0425962955807213,0.7841174960784736,0.814167216953365,0.7155397758045203,1.038970649466512
11,Nov,540,0.40284657308050165,-1.2101713568053014,0.7046435789863398,205,0.572985314476112,0.6202249199037865,335,-0.14535323981523995,1.1946346779103476,-0.31319768278203963,-0.6793632839357611,0.9203077910780625,0.9130837653118921,1.0382984647814486
12,Dec,558,0.44815187789960903,-0.7220095737188608,0.7214746854480218,239,0.6715262644925343,0.5595524729508968,319,0.04701056167769191,0.8863228086478594,-0.3401880007762,-0.45492800089137164,0.9896836330127213,1.055070339510381,1.0378732507165824
