Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,433,0.5179746882151688,-0.579572014090765,0.8585209402119207,194,0.646323358659985,0.5063403422039396,239,0.011340585174997198,0.8805787257497134,-0.5141280955902612,-0.18917375381450352,1.049008614346574,1.1864196437154115,1.0383412554801108
2,Feb,395,0.538925878776582,-0.5862440270480874,1.2543411165376415,179,0.6382467073142929,0.3813310301586317,216,-0.021663037755735137,1.2875495233007406,-0.8678567734713057,0.6015764993702084,1.0239395606327997,1.130323864872661,1.0383102132758733
3,Mar,434,0.40998808281668664,-0.6927064443849116,1.117483296132953,132,0.5548935384518565,0.46580998269957324,302,0.04339241336647881,1.0165159284991487,-0.9939951146443633,0.8977516877052447,0.9494281012316965,0.9722885940745157,1.0385693787677894
4,Apr,420,0.4558456785424443,-0.6801074383146514,1.031246533523543,163,0.5673186180853159,0.37127778339998035,257,-0.0013151590258525525,0.9457722992508966,-0.980406795816802,0.5965337275234663,0.8322419401880299,0.747723802844974,1.0390130566297766
5,May,434,0.45391290558038033,-0.672909104896196,1.143965890449578,152,0.4304994355438188,0.43195419969706567,282,-0.07035194108951492,0.9976996709418832,-0.9546760106746042,0.9488688178107756,0.6933438132294791,0.5196202044012774,1.0396672651721703
6,Jun,420,0.413337908852838,-0.7085400231519071,1.2961811485233363,127,0.34157017006090284,0.4380886130033766,293,-0.09248018126672972,1.0744371933789907,-1.0644721013517802,1.6378508177594187,0.568588307173522,0.3491610273167885,1.0392378529343924
7,Jul,434,0.33233312248810776,-0.6493991661514493,1.1981517952486718,102,0.4640306506349955,0.3833916003857004,332,0.09400104295099454,0.8503065584139342,-1.3490395405939477,2.3588234350741457,0.5123746276089757,0.28305178284649946,1.038353740386774
8,Aug,434,0.37273372819558453,-0.554415142688947,1.2965408075376537,126,0.5292969775078291,0.35516108448090444,308,0.12536091865614335,0.9802811824930023,-1.295783554260532,2.308017918187085,0.5607838727862362,0.3401853183812671,1.0400692768498587
9,Sep,420,0.40648557700539967,-0.6684959042482104,1.1429888953502203,130,0.53531741895785,0.39961841071567045,290,0.04598466566764686,0.9754423124687838,-1.1187940057278756,1.2348000262299594,0.6818906354623916,0.5034862492384804,1.0405886407781633
10,Oct,434,0.4181968391870494,-0.9028037738998645,1.1513591417035698,143,0.5182754789969245,0.5149209406142651,291,-0.07601537279880632,1.1999875397017186,-0.9237320584410176,0.6084167912917713,0.8212208177842147,0.7293621283431331,1.0399480728020636
11,Nov,420,0.4900164454436746,-0.2532651612138517,1.075469008475199,137,-0.04033905288232769,0.9976084922823978,283,-0.14467634762909587,1.0856465547119276,-0.022820663703992005,0.016540309076210846,0.9412774745053962,0.9566557534048391,1.0391067788609247
12,Dec,434,0.4917302944788599,-0.3380472365063744,0.9587196124506134,168,0.5378713470801818,0.629380802037798,266,0.10715564403365863,0.8450623692970352,-0.445750737950377,0.1982285916289359,1.0207151486746522,1.1238538473438129,1.0386048780871164
