Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,495,0.5133153202512408,-0.5698314345077959,0.8840381258062127,216,0.6442789368620663,0.4761829347420667,279,0.021057482761992596,0.8797784309400543,-0.597311229637758,-0.09407526285416834,1.0288435710423256,1.1401813378966328,1.037857232266289
2,Feb,452,0.5025088163886178,-0.6017352994663118,1.25743631032791,191,0.6396748555538073,0.36681217989627474,261,0.015855307901836757,1.2467429592389978,-0.9657676314905013,0.8079270854399656,1.0042425734484868,1.0862462069993886,1.0378282968552044
3,Mar,496,0.40743895876816555,-0.68672084735696,1.1073935116129285,150,0.5482844185783249,0.4625996152370763,346,0.04509515895245103,0.9946997741432324,-0.9976442578794842,0.9140222923287951,0.933566424435465,0.9391513120624422,1.0380602492739042
4,Apr,480,0.4505236374931107,-0.7045483295085855,1.0404485784468989,183,0.5592075441748541,0.3778622485192065,297,-0.010144348940293257,0.9615212043669954,-0.987900969850463,0.6165558102508459,0.8239291092624905,0.7320398887571433,1.0384307178013568
5,May,496,0.4346188274330817,-0.7807997844407848,1.2401981615167226,166,0.3874663933840655,0.4771167704130051,330,-0.1202840829518991,1.1325642809113419,-0.9788599899499609,1.0864774736784613,0.6961211560351875,0.5230277339815161,1.0389090427293672
6,Jun,480,0.38409084102398555,-0.7056811105970198,1.269612392090044,133,0.34600412006274256,0.4438582540687008,347,-0.0579385446738698,1.0021132422639425,-1.1163014956624813,1.806695828183357,0.5842926243602854,0.36816427933929496,1.0384615488105382
7,Jul,496,0.36396911923691205,-0.5716410155567615,1.189211085413396,131,0.4661116287773568,0.35989719601210235,365,0.08840171283329129,0.8464207158190189,-1.2793808766920756,2.183886329917355,0.5363722399087223,0.3098992089616266,1.0378723477466294
8,Aug,496,0.3680952295463948,-0.5393543064687575,1.2251531123426864,141,0.5120867232685545,0.3458209028930361,355,0.12505629607290092,0.8852289301392535,-1.3025441544582745,2.2732866030266363,0.5813136641000273,0.36495661238005517,1.0392261993326586
9,Sep,480,0.41763195834571815,-0.5768318058732127,1.1682628532364034,153,0.5303248756124634,0.39217755900348267,327,0.06794086252805398,0.9577026704593276,-1.1018536101982488,1.3727970460950774,0.6914750822920327,0.5168815943356783,1.0397262269814422
10,Oct,496,0.4066688361580107,-0.9235382819544323,1.1809497317949929,159,0.5045595248797209,0.5135127375608578,337,-0.0762033481453318,1.2157168769953342,-0.9700527445709142,0.7441364913040012,0.8193888718886108,0.7251480055897185,1.0392577382375638
11,Nov,480,0.5290792240747687,-0.23326632813182288,1.072280719106452,287,-0.05106377680078095,1.0195788912348842,193,-0.14746336128345183,1.106140732333789,-0.012830517997984946,0.007053676476058257,0.9302596028103588,0.933379619990362,1.0385442251652324
12,Dec,496,0.50116175010871,-0.006432444852722394,0.9755550235474862,158,0.153147417656101,0.8613315314807931,338,0.07317209447907173,0.8534099575977557,-0.031849116431968395,0.045196609108825836,1.0035035341876117,1.0852089508092324,1.0380966205693498
