Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,340,0.49407625403910743,-0.1263436664259116,0.9650697877679072,102,0.07074517520817807,0.8612951901029468,238,-0.026631741379299842,0.8451814603920698,-0.03608007143621715,0.037629340868088335,1.0329334619054875,1.1438801697871914,1.0354232650003543
2,Feb,310,0.5092723965965238,-0.5491263079825496,1.2196566875147175,130,0.6682561406435844,0.3730225404270986,180,0.04827686345720855,1.196234765626605,-0.9342813546132074,0.722206271327777,1.0088136180304732,1.091023668606893,1.0353952063317664
3,Mar,341,0.36440467779408314,-0.7956996036699339,1.1891426871306598,91,0.5114204613363895,0.5006436093878668,250,0.03509979520957923,1.0703252911092553,-1.0809326486178052,1.2448967541354783,0.938323950441697,0.9443071561943942,1.0356281309467694
4,Apr,330,0.4262959056983284,-0.7486506394288652,1.0773585068917437,113,0.5060238771127076,0.4194505301583643,217,-0.028838732272994605,0.9807394888266954,-1.0066805368455558,0.7938426496820128,0.8283615882943929,0.7364812413700099,1.0360027128338638
5,May,341,0.455587802971456,-0.6507227050931439,1.1471258866074239,121,0.4380338652555423,0.40694174941976613,220,-0.05799034860035321,0.9836721127070975,-0.9843259902974099,1.0279589613378413,0.699669503723992,0.52591917242692,1.036493437684698
6,Jun,330,0.39726432733082157,-0.7231429682419336,1.2754673250378379,95,0.31838013626255085,0.4298125773753401,235,-0.09537983924793211,1.0173682732805471,-1.1055688728337048,1.7705500213497194,0.5863866554223083,0.3690939576743751,1.0360587655131868
7,Jul,341,0.33688779234037747,-0.5729322165697452,1.2032723833161834,83,0.4483771382034351,0.35503570451068905,258,0.10431048437732302,0.8043700076966243,-1.361731208594687,2.6136857609105073,0.5368399821418396,0.3089822953502458,1.0354328621177926
8,Aug,341,0.3787361126106123,-0.5458332948322789,1.327483116924186,100,0.5132397003071528,0.3492844923608641,241,0.11213051115716652,1.0071224146070292,-1.2802815141171677,2.373131204843302,0.5809576851365489,0.3627918780506053,1.0367744279914946
9,Sep,330,0.3893147928947484,-0.6712367257025156,1.192692775443555,94,0.49437221493107975,0.42155378744785565,236,0.040583411612044484,0.9853459521445339,-1.143278280757915,1.4956189297264224,0.6914584418787953,0.5144407441811061,1.0372933548074408
10,Oct,341,0.40596117018422073,-0.9086132459635816,1.1691520176377443,105,0.4997697325395012,0.5224808169052046,236,-0.07197906948114852,1.1954239910006086,-0.9497445151678653,0.7223030927914578,0.8203520701019575,0.723458591201622,1.0368276271453527
11,Nov,330,0.49535854087242626,-0.2551857236932471,1.0856847422950857,115,-9.277571429254535e-05,0.9920121236849895,215,-0.1264552462119932,1.0967630716374517,-0.032448676568036794,0.023321712636831915,0.9323831257682041,0.9332578099329167,1.0361113028718143
12,Dec,341,0.4960602985460924,-0.16450573469565094,1.0300549354591721,120,0.3343244873832674,0.7531261198736294,221,0.08687461849498558,0.8743646160968179,-0.22624874616063376,0.23098674973737987,1.0067164823754762,1.0870545453408647,1.0356630669573226
