Month,Month_abbr,n_obs,p,mu1,sd1,N1,mu0,sd0,N0,mean,variance,skewness,kurtosis,I_avg,J_avg,mean_corr
1,Jan,464,0.5157363821077379,-0.5792849175087429,0.858412262145195,206,0.6437680358191875,0.5100848584611029,258,0.012995130543656697,0.8796245920386371,-0.5120632165803598,-0.18348339666157187,1.0369187676676654,1.1582296137982062,1.0378930346291668
2,Feb,423,0.5189512859139743,-0.5938208765936992,1.2586797915763486,186,0.6375554560833973,0.37336840134036237,237,-0.0014688752034158203,1.2677488926702545,-0.9211072420386879,0.7176322374649504,1.013451063238082,1.106322737412563,1.0378584759443954
3,Mar,465,0.412683089511708,-0.6567319744219414,1.116514995066356,143,0.5596195052811779,0.45148273640882763,322,0.057651818705157065,0.9927674039037919,-1.009371756057092,0.9552273429782616,0.9427203580865362,0.9577156078696203,1.0380909305904737
4,Apr,450,0.46015236642479024,-0.6919659479205232,1.0203414229794805,177,0.5537244336921197,0.3802789507614127,273,-0.019482943239537975,0.9426037816461753,-0.9512124211466182,0.5298786319802944,0.8315043241709635,0.7456300823299677,1.0384777561980558
5,May,465,0.4234745959670225,-0.7949475946582605,1.2559840260795334,152,0.3906753382705504,0.46280724587380173,313,-0.111405854220714,1.1347091714926527,-1.0309669417275156,1.2167850181992668,0.7003746973253628,0.5295415799266892,1.0390096606830264
6,Jun,450,0.41085261331145806,-0.6532304352287562,1.2477368836625775,134,0.36376175212503753,0.41181904468781366,316,-0.05407214576660463,0.9898998451413519,-1.086292352949552,1.685759458780364,0.5836248665071363,0.3674168669204158,1.03859387518949
7,Jul,465,0.33604491956912386,-0.6332786224163078,1.215660020941625,113,0.4518364336609628,0.37804083426270907,352,0.08718903191823107,0.854222737496087,-1.3464916001490463,2.436642243534788,0.5309420549481965,0.30366940345999693,1.0378949331167586
8,Aug,465,0.3861898257434251,-0.5042225608847939,1.2300593957952355,139,0.5336574921800459,0.3314493246240344,326,0.1328387753443586,0.9071014837126377,-1.2685920222770726,2.1552071054146626,0.5744786661688299,0.35648170584733074,1.0393090722516896
9,Sep,450,0.4124448466643496,-0.6476146720855598,1.1657104162594627,141,0.5410585604763489,0.4021334460982464,309,0.050796411338335734,0.9978822040909594,-1.1093490622618378,1.2583110807124127,0.686811518180224,0.5100698676464269,1.039865726492578
10,Oct,465,0.42176608699523443,-0.8737036813719782,1.1528371882608481,155,0.5057730442981442,0.513536771215974,310,-0.07604345638874188,1.177125030908174,-0.9203231111664913,0.638946648782484,0.8183254134865962,0.7234199003708662,1.0393676301834534
11,Nov,450,0.49982201977990587,-0.24319373508478312,1.078143920732888,159,-0.07097868442511415,1.0104230143105224,291,-0.1570555588823287,1.0990638223504563,-0.015855498798886834,0.012331864478063448,0.9328737151377282,0.9387596908525914,1.0386144491162141
12,Dec,465,0.4914122433325981,-0.330780814150807,0.9740658365061743,178,0.5208917092796091,0.6461682413286478,287,0.10236940395593366,0.8598894279577907,-0.4287847694260474,0.2107909446275027,1.0092684321019243,1.0978173871862522,1.0381458275622681
